# spin and move supine: xoay vong và di chuyen ngua
518	533	30	534	30	535	30	536	30

#======= GREEN PARA KOOPAS =====
521	543	100	541	100	544	100	542	100
522	553	100	551	100	554	100	552	100
#RED
523	563	100	561	100	564	100	562	100
524	573	100	571	100	574	100	572	100
#========== MushRoom ==========
#super mushroom
301	301	100
#up mushroom
306	306	100

#=====COIN=======
# idle coin
351	351	100
# rotating coin	
352	351	100	352	100	353	100	354	100

#small coin
451	451	100	452	100	453	100	454	100


[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h
#Ground
2	0	416	11	39	1	0	4	5	0	5
2	624	400	11	29	1	0	4	5	4	9
2	1152	416	11	22	1	0	4	5	9	12
2	1536	416	11	5	1	0	4	5	12	13
2	1664	416	11	36	1	0	4	5	13	18
2	2256	416	11	35	1	0	4	5	17	22
2	1505	336	11	2	1	0	3	4	11	13
2	1569	400	11	1	1	0	4	5	12	13
2	1585	384	11	1	2	0	4	5	12	13
2	1601	368	11	1	3	0	3	5	12	13
2	1665	368	11	1	3	0	3	5	13	14
2	1681	384	11	1	2	0	4	5	13	14
2	1697	400	11	1	1	0	4	5	13	14
2	2256	368	11	2	3	0	3	5	17	18
2	2256	160	11	2	10	0	1	4	17	18
2	2832	240	11	9	12	0	2	5	22	24
2	2976	400	11	8	2	0	4	5	23	25
2	3104	384	11	1	3	0	4	5	24	25
2	3120	369	11	1	4	0	3	5	24	25
2	3136	352	11	1	5	0	3	5	24	25
2	3152	336	11	1	6	0	3	5	24	25
2	3168	320	11	1	7	0	3	5	24	25
2	3184	304	11	3	8	0	3	5	24	26
2	3232	240	11	8	12	0	2	5	25	27
2	3008	240	11	12	1	0	2	3	23	25
2	240	368	11	3	0.5	1	3	5	1	3
2	272	336	11	3	0.5	1	3	5	2	3

2	400	368	11	5	0.5	1	3	5	3	4
2	464	336	11	4	0.5	1	3	5	3	5
2	512	384	11	6	0.5	1	4	5	4	5
2	512	304	11	4	0.5	1	3	5	4	5

2	1264	384	11	7	2	1	4	5	9	11
2	1296	352	11	7	4	1	3	5	10	11
2	1328	320	11	7	6	1	3	5	10	12
2	2144	368	11	3	3	1	3	5	16	18
2	2176	272	11	3	9	1	2	5	17	18
2	1312	144	11	4	2	1	1	2	10	11
2	1408	192	11	4	1	1	2	3	11	12
2	1488	176	11	13	1	1	1	2	11	14
#Brick
1	192	352	12	2	2	1	3	4	1	2
1	176	352	12	2	2	1	3	4	1	2
1	224	304	12	2	2	1	3	4	1	2
1	240	304	12	2	4	1	3	4	1	2
1	432	304	12	2	2	1	3	4	3	4
1	656	384	12	2	1	1	4	5	5	6
1	704	347	12	2	2	1	3	4	5	6
1	1473	360	12	2	1	1	3	4	11	12
1	1952	400	13	4	0	0	4	5	15	16
1	1968	384	13	4	0	0	4	5	15	16
1	1968	400	13	4	0	0	4	5	15	16
1	1984	368	13	4	0	0	3	4	15	16
1	1984	384	13	4	0	0	4	5	15	16
1	1984	400	13	4	0	0	4	5	15	16
1	2000	368	13	4	0	0	3	4	15	16
1	2000	384	13	4	0	0	4	5	15	16
1	2000	400	13	4	0	0	4	5	15	16
1	2016	368	13	4	0	0	3	4	15	16
1	2016	384	13	4	0	0	4	5	15	16
1	2016	400	13	4	0	0	4	5	15	16
1	2032	384	13	4	0	0	4	5	15	16
1	2032	400	13	4	0	0	4	5	15	16
1	2032	368	13	4	3	1	3	4	15	16
1	2096	384	13	4	0	0	4	5	16	17
1	2096	400	13	4	0	0	4	5	16	17
1	2112	400	13	4	0	0	4	5	16	17
#Pipe
3	352	384	14	1	0	0	0	0	3	5	2	3
3	1792	391	14	2	0	0	0	0	4	5	14	15
3	1856	384	14	1	0	0	0	0	3	5	14	15
3	2320	384	14	2	0	0	0	0	4	5	18	19
3	2256	112	14	1	1	2976	240	0	1	2	17	18
3	3200	224	14	2	1	2320	354	1	2	3	25	26
3	2976	240	14	2	0	0	0	1	2	3	23	24
# MARIO
0	50	30
#Goomba
11	336	400	51	1	4	5	2	3
11	608	380	51	1	3	5	4	5
11	900	380	51	3	3	5	4	5
#Koopas
12	580	340	53	2	3	4	4	5
12	1473	380	52	1	3	5	11	12
12	1373	200	52	3	2	3	10	11
12	2112	340	53	2	3	4	16	17
#ActivationPoint
90	496	353	1	2	1
90	608	353	1	2	1
[TILEMAP]
100	maps\map1.png	maps\map1.txt	27	210	9	11	16	16	0	2832	2832	3360
